id,gene,log2FC,pval,n_group1,n_group2,group1,group2,padj,neglog10_padj
P62743,Ap2s1,0.2262266880152452,0.3006377251797567,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
O35633,Slc32a1,0.2219906880152482,0.2498161533360695,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P60670,Nploc4,-0.2746766453180895,0.3472845960894849,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q7TQG1,Plekha6,0.1085023546819075,0.3548003390409198,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9R111,Gda,-0.0463929786514256,0.2510645493124749,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9JIA7,Sphk2,-1.2330743119847578,0.0355116355472271,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P02798,Mt2,0.7634110213485759,0.168967476250845,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q63ZW6,Col4a5,0.3713153546819114,0.2907871078345135,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
O70503,Hsd17b12,-0.6771536453180884,0.3704698073248347,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
O88653,Lamtor3,0.5424680213485757,0.2753582801257131,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P27005,S100a8,0.6263380213485732,0.2904222374559563,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9D289,Trappc6b,-0.5111529786514248,0.212463344955114,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8JZQ2,Afg3l2,-0.1484703119847559,0.0804680005105452,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9JLV5,Cul3,-0.227094978651424,0.2451963770928351,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8CGK3,Lonp1,-0.2870896453180904,0.3939779308181484,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q3U422,Ndufv3,0.3121860213485785,0.0271726903735704,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
E9Q0F0,Krt78,-0.4556543119847571,0.3779681706493258,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9CXF4,Tbc1d15,-1.0064353119847589,0.2018156210863975,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
D3Z3B8,Dlg1,0.3065120213485794,0.0753420427850515,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
A2ARS0,Ankrd63,-1.031612311984759,0.1540274720362732,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P62141,Ppp1cb,0.8234566880152405,0.3590751232408683,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
E9PY39,Gm20431,0.7801413546819127,0.4225339291409912,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P62242,Rps8,0.3228996880152408,0.0277425345348791,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8BHL5-3,Elmo2,-0.4128499786514226,0.1540060826912984,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
E9Q912,Rap1gds1,-0.4237999786514219,0.1726868446560457,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9CPN9,2210010C04Rik,-0.3054276453180886,0.1773773052553264,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q5F4S9,Trpm3,-0.5805609786514245,0.4635879465496028,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9D2Q2,Trmt44,0.8514843546819124,0.3114174772544276,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P54763-2,Ephb2,-0.4667719786514244,0.2463054616570464,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9D6F4,Gabra4,-0.5725009786514246,0.1046898248160698,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8VCH0,Acaa1b,0.5121000213485769,0.2474912061613314,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q3TFD2,Lpcat1,-1.0986029786514218,0.4517145327511122,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q93092,Taldo1,0.2504290213485767,0.2708557117959316,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
O88487,Dync1i2,-0.2488366453180903,0.1614864591547662,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9JI11,Stk4,-0.2988306453180875,0.1669420578834262,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q80XN0,Bdh1,0.13199468801524,0.4281263157655029,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q91YH5,Atl3,-0.5651263119847565,0.134663487938776,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9JM52-3,Mink1,-0.1402056453180886,0.2314289916547673,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
E9PW37,Rasal2,-0.3404069786514254,0.4447709216245283,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
F6RT95,Slc24a2,-0.4857556453180915,0.2891453970526881,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
D3YU56,Lemd3,-0.3702283119847562,0.1839108306064714,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9D8S9,Bola1,-0.8612713119847566,0.1748010741287854,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8CDG3,Vcpip1,-0.7812423119847534,0.3209699381783107,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9D3L3,Snap23,-0.3028233119847545,0.3774443256244726,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q60803,Traf3,-0.4733773119847555,0.0602465954627402,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9DCV4,Rmdn1,0.7186723546819103,0.1473024406189549,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
O88587,Comt,-0.7342219786514228,0.1767640144654018,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8R502,Lrrc8c,-0.4177843119847564,0.0626884498291681,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9QVP9,Ptk2b,-0.1585249786514246,0.4668096564844764,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.932491208434191,0.0303552540463705
Q91X97,Ncald,-0.1361086453180888,0.4667482881419969,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.932491208434191,0.0303552540463705
Q6DFY8,Brinp2,-0.3926679786514224,0.468255752610753,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9329164125613952,0.0301572664245263
P60840,Ensa,0.1822036880152477,0.4680433674304226,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9329164125613952,0.0301572664245263
O55131,,0.6234103546819103,0.4686025822592442,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9329164125613952,0.0301572664245263
Q91VA7,Idh3b,-0.0542809786514251,0.4683881868446926,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9329164125613952,0.0301572664245263
Q61823,Pdcd4,-0.5520046453180898,0.467821783198729,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9329164125613952,0.0301572664245263
O88545,Cops6,0.4343326880152443,0.4679083260513897,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9329164125613952,0.0301572664245263
Q9CPS8,,-0.8197243119847561,0.4685629858392318,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9329164125613952,0.0301572664245263
Q2NL51,Gsk3a,-0.1749509786514238,0.4689326367668019,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.933124019141643,0.0300606314416518
A0A087WR52,Agfg1,-0.1337729786514252,0.4692689714798991,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9333439168077108,0.0299582987505199
P70280,Vamp7,-0.4377679786514257,0.4745610641354292,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q5U4C1,Gprasp1,-0.2937856453180894,0.4759981925861355,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
O54734,Ddost,-0.2436959786514236,0.4750393026233363,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q5IRJ6-2,Slc30a9,-0.5411463119847575,0.4724884366466504,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
P62301,Rps13,-0.2614896453180861,0.472445234571153,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q8BJD1,Itih5,-0.6991403119847592,0.4714222982679318,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
P07759,Serpina3k,-0.3403429786514245,0.4762230441709502,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q8BH74,Nup107,-0.578153978651422,0.4754724565719441,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q9ER00,Stx12,-0.2502039786514203,0.4733117491708937,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q80SW1,Ahcyl1,-0.1183763119847576,0.4756645287246583,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q64332-2,Syn2,-0.3820819786514224,0.4768140444972525,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q3UQN2,Fcho2,-0.3957689786514224,0.4768934467664351,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
E9PYH0,Vcan,0.0640566880152455,0.4742226744375051,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
S4R2P9,Slc8a3,-0.6106693119847586,0.4707988534089699,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q8C898,C130026I21Rik,0.2397193546819105,0.4713088643298211,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q91YD9,Wasl,0.163049021348578,0.4723947747239459,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
P50544,Acadvl,0.5344320213485787,0.4766123861636552,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
A2RSJ4,Uhrf1bp1l,-0.2207509786514236,0.4769874491675426,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
F2Z3U3,Raph1,0.1946010213485776,0.4764662490090563,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
A2AS98,Nckap1,0.0802640213485776,0.4728887471507381,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q9ERI6,Rdh14,-0.328577311984759,0.4741389227429197,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
P62874,Gnb1,0.3230826880152406,0.4725376439286728,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q810U4-5,Nrcam,-0.4601949786514243,0.4733273532557091,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
O08989,Mras,-0.2919649786514195,0.4747228028436893,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
P61202-2,Cops2,0.0914426880152454,0.4733731149918754,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q9D9I4,Tbc1d20,-0.7785543119847578,0.473163945522831,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q9CQI3,Gmfb,-0.2703633119847595,0.4745809817854822,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q8JZM4,Dner,-0.4414223119847591,0.4754375936476142,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q6IRU2,Tpm4,0.0945810213485778,0.4746646288586377,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q9DCZ1,Gmpr,0.2538446880152438,0.4722667720830942,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
P11352,Gpx1,-0.2311853119847526,0.4730133518937249,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q9JM13,Rabgef1,0.3058193546819083,0.475653419620993,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
E9Q1T1,Camk2d,-0.2461656453180918,0.4769296431309266,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q80WJ7,Mtdh,-0.3382429786514214,0.4759904656447319,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9334228822961428,0.029921556854399
Q8BFZ9,Erlin2,-0.1709589786514183,0.477871076100459,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9342673403610204,0.0295288327309687
Q69ZF3,Gba2,-0.6515966453180901,0.4778548776904432,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9342673403610204,0.0295288327309687
Q91VA6,Poldip2,-0.98610064531809,0.4786261357387748,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9344174865415004,0.0294590428371751
Q99JY9,Actr3,-0.1396123119847594,0.4782150670199775,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9344174865415004,0.0294590428371751
Q62417,Sorbs1,-0.1980533119847578,0.4786110138626819,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9344174865415004,0.0294590428371751
P35700,Prdx1,-0.1732069786514234,0.4790703245004495,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347107918802974,0.0293227430522235
Q9DCB1-2,Hmgn3,0.8786616880152422,0.4792519926050989,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347107918802974,0.0293227430522235
Q6DFW4,Nop58,-0.5141103119847559,0.4812641096349559,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347107918802974,0.0293227430522235
E9PV41,Diap1,0.1912823546819115,0.4799361568816474,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347107918802974,0.0293227430522235
Q6NZH9,Rasgrp3,0.2398583546819104,0.4797748670491965,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347107918802974,0.0293227430522235
Q9CQM9,Glrx3,-0.2532106453180898,0.4806659906846432,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347107918802974,0.0293227430522235
Q9DBE8,Alg2,-0.290581311984754,0.4811020442846205,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347107918802974,0.0293227430522235
A2CG49-7,Kalrn,0.2455886880152444,0.48039773029064,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347107918802974,0.0293227430522235
P00405,Mtco2,-0.3488409786514257,0.4800622827076012,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347107918802974,0.0293227430522235
Q9D1P4,Chordc1,0.2146900213485771,0.4809659551394962,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347107918802974,0.0293227430522235
Q80SY6,Adal,-0.4603286453180901,0.4802226832722365,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347107918802974,0.0293227430522235
Q04899,Cdk18,-0.4843073119847538,0.5186922911289471,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9QYJ3,Dnajb1,-0.0579923119847567,0.490876950521348,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q99KJ8,Dctn2,-0.0553793119847547,0.500776717000277,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
O88998,Olfm1,-0.2554236453180891,0.5223381518516949,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q91YP2,Nln,0.136416021348575,0.4984095478712242,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q60751,Igf1r,-0.4291989786514234,0.5364593213350674,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q64010,Crk,-0.4158536453180907,0.5330278192900306,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P28740-2,Kif2a,-0.825603978651424,0.5286001521838891,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P40336-2,Vps26a,-1.100572311984756,0.5251089141736979,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q921F2,Tardbp,0.3410423546819086,0.5230915453960332,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q5EBP8,Hnrnpa1,0.6051890213485756,0.4967126792943828,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q91YN9,Bag2,-0.8299719786514217,0.5245414280431745,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P97376,Frg1,0.3578083546819073,0.5364928326275592,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P63216,Gng3,-0.06826664531809,0.5301331127233937,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9CZX8,Rps19,-0.3301979786514266,0.5038387841411549,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9QUJ7,Acsl4,0.1461420213485746,0.5197118202270247,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P70182-3,Pip5k1a,-0.3146943119847574,0.5184769058969724,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9CZ44-3,Nsfl1c,-0.1635169786514243,0.5358941289582709,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q7TN29,Smap2,0.2802736880152441,0.5109028623153212,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P84084,Arf5,-0.5876583119847538,0.4925700214565473,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P62264,Rps14,-0.2374989786514252,0.4958639738564377,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P47754,Capza2,0.0889706880152445,0.517071414895523,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9D9V3,Echdc1,0.1496840213485768,0.5301293747813991,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q3ULB5,Pak6,-0.1634206453180882,0.508862626184762,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9CW03,Smc3,-0.3369763119847579,0.5142902524512716,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9R1P3,Psmb2,-1.0168829786514229,0.5025081747644037,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
E9Q6L9,Lrrc7,-0.0675093119847574,0.4848301335570442,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P32921,Wars,0.0606833546819132,0.5137860560625662,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9D1M4,Eef1e1,-0.3110169786514234,0.4862742097596136,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q8R570,Snap47,-0.1434303119847584,0.5130216100683986,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P43006,Slc1a2,-0.5162769786514225,0.5003511957269674,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9CQQ8,Lsm7,-0.4898673119847592,0.5161078507793979,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9WV34-2,Mpp2,0.0749786880152409,0.5252810667007195,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
G3X9V4,Grin2b,-0.0752046453180916,0.5324384816261662,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9DCM0,Ethe1,-0.3560383119847614,0.4863186046334342,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P62702,Rps4x,0.1486726880152442,0.4882709414269445,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P21279,Gnaq,-0.2576566453180895,0.4817930486220672,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q99KK2,Cmas,-0.6490283119847566,0.5138648573888889,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9Z0Z4,Heph,-0.2093176453180918,0.4835855372128682,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9JLQ0,Cd2ap,-0.4422469786514225,0.5149284306668525,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P15209,Ntrk2,0.2339080213485793,0.5349807397059133,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P32261,Serpinc1,0.4803523546819122,0.5212185947068433,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q8CBG9,Rnf170,0.3632233546819128,0.4825645008169889,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q8R2Y8,Ptrh2,-0.2180106453180919,0.4977774024514426,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
G3X928,Sec23ip,-0.1599453119847558,0.5116632419701602,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q8BHZ0,Fam49a,-0.1663383119847576,0.5305736980659226,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P47708,Rph3a,-0.102784978651421,0.5300010737741623,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q8C522,Endod1,-0.2339679786514246,0.5303785274352508,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q6ZWZ6,Rps12,0.3875803546819067,0.4970100051832629,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q14BI2,Grm2,-0.4318396453180924,0.4935063476719031,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9WV80,Snx1,0.296026688015246,0.5050822793321875,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q8R0J7,Vps37b,-0.2761746453180889,0.527813866639645,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P52800,Efnb2,0.1840440213485736,0.5062705602156615,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9JM14,Nt5c,0.2479623546819098,0.5163584110095351,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9D8S3,Arfgap3,0.1811073546819148,0.5304079330485437,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9Z140,Cpne6,-0.1354196453180911,0.5135245100391336,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q61704,Itih3,0.4886953546819086,0.5263954712120509,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
E9Q3Q6,Alcam,-0.1352836453180899,0.5356517384203711,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q8CHU3,Epn2,-0.1171633119847577,0.5117691906098464,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9JM63,Kcnj10,-0.2294289786514234,0.5364393068847413,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q8VI51,Sorcs3,-0.1570933119847541,0.4954316670150275,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q76LS9,Fam63a,0.6326190213485763,0.5299682582256549,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
A0A087WNZ5,Ly6c1,0.5262800213485761,0.5068772547937,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P35821,Ptpn1,0.2896186880152429,0.5164366819753964,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
P14069,S100a6,-0.7297616453180886,0.5262585809038216,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q6Y7W8,Gigyf2,-0.4435123119847555,0.5138279736735016,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q6ZWN5,Rps9,-0.325841645318091,0.503661461812778,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9CXU9,Eif1b,-0.4085623119847543,0.5354645166466573,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q9D0F9,Pgm1,-0.1579779786514272,0.508322777200555,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
Q923F1,Clns1a,-0.2005886453180929,0.5263785496827366,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9347912635959958,0.029285355104993
