id,gene,log2FC,pval,n_group1,n_group2,group1,group2,padj,neglog10_padj
P61226,Rap2b,-0.2230719786514239,0.4389356468671671,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q91ZW3,Smarca5,-0.386657645318091,0.0651147569988348,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P39053-4,Dnm1,-0.1881009786514234,0.2970058298937323,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P14115,Rpl27a,0.6769926880152433,0.1700986122584424,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q6NVE9,Pptc7,0.6453006880152437,0.2278794782484679,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q810U3,Nfasc,-0.6034123119847568,0.1474992085413943,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P24547,Impdh2,0.100245688015244,0.4499412479190322,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8R127,Sccpdh,0.0797156880152485,0.2642428966904399,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q62418-2,Dbnl,-0.3292579786514267,0.0162644766962065,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9R118,Htra1,1.162006688015242,0.0056347479618733,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P70195,Psmb7,-0.4416696453180915,0.4474749336630532,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P00687,Amy1,-0.2922849786514208,0.2913862827648961,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P60041,Sst,0.2358160213485778,0.2426556850307216,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P24529,Th,0.4423233546819087,0.3405120391678107,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9R226,Khdrbs3,0.7546380213485762,0.1613717433507763,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9CQ69,Uqcrq,-0.3819209786514221,0.2028291972086675,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9D6Y7,Msra,-0.5037919786514227,0.2765536895429043,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P04925,Prnp,-0.6183043119847582,0.308362571564639,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9QYH6,Maged1,-0.839619978651422,0.4133305636008869,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P63330,Ppp2ca,0.9889003546819062,0.1334045406808286,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q80Z24,Negr1,-0.1215016453180872,0.182533593384522,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q99LT0,Dpy30,0.2108910213485764,0.4600191310240553,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
A2AI20,Grin1,-0.5576133119847597,0.0290933812835168,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
O89079,Cope,1.134393354681909,0.2915661486214682,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8BWF0,Aldh5a1,0.1761240213485777,0.2356669334124355,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P16283,Slc4a3,-0.3277836453180915,0.3906031196834295,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8BHB9,Clic6,-0.908986645318092,0.3559653790146582,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
F8VQK3,Gucy1a2,-0.5631386453180909,0.1001285765738349,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9CRA7,Atp5s,0.2566946880152461,0.2464565550539182,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q91VR5,Ddx1,-0.1505429786514263,0.3817851512529635,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8C0L0,Tmx4,-0.415318978651424,0.1714351857759923,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9EQZ6,Rapgef4,-0.3205573119847553,0.0636909309819116,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P61255,Rpl26,-1.4040213119847564,0.1915517840241485,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P02463,Col4a1,-0.5921133119847601,0.158552686986206,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9D6M3,Slc25a22,-0.1629089786514228,0.4237238933470127,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9WVT6,Ca14,-0.6201136453180922,0.4542776712016006,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9Z1W9,Stk39,-1.1667343119847562,0.3321249940395849,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P97429,Anxa4,-0.2841423119847555,0.3877138880882654,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
S4R270,Bin2,-0.712086978651425,0.143707721662006,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9CQ22,Lamtor1,-0.2157986453180918,0.3215933306425347,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q6P5F6,Slc39a10,-0.4237096453180902,0.263629428918018,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8BGK5,Slc35f1,-1.092130978651423,0.266510681630789,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9D666,Sun1,-0.289664645318088,0.1660105422892923,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9EP89,Lactb,-0.5062909786514247,0.4529369047703368,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
D3YTP3,Mtx3,-0.8750876453180894,0.175441968834758,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P48455,Ppp3cc,0.7116880213485786,0.0495329700921866,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q80W54,Zmpste24,0.3966526880152443,0.4092301187193544,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9CQY6,Uqcc2,0.2791156880152439,0.3691982740318197,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P54775,Psmc4,0.1321816880152422,0.3696852413849658,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8BMS1,Hadha,0.2552150213485777,0.0667132071007313,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
O89086,Rbm3,-0.6638979786514225,0.383547897390272,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q6ZWQ7,Spcs3,-0.3288643119847574,0.3059733885606717,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
O08532-5,Cacna2d1,-0.3031613119847538,0.0568501671485973,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P55088-3,Aqp4,0.5116593546819104,0.0314188920881641,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q5PR73,Diras2,-0.0978956453180899,0.4444667993783014,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q68FM7,Arhgef11,-0.1894316453180877,0.2324095168415419,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q5NCE8,Mrs2,-1.2886493119847555,0.110205970183302,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q91YR1,Twf1,-0.3440649786514242,0.2980168267027577,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8K0B2,Lmbrd1,0.7307186880152434,0.1229413258098154,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q99JI4,Psmd6,-0.2524713119847579,0.1286311311710679,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8R2P8,Kars,-0.4263366453180923,0.026556898322502,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8K019,Bclaf1,0.6741033546819093,0.3106194814787755,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8BUR4,Dock1,-1.2847606453180895,0.2914289540514633,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P10518,Alad,0.4197213546819114,0.0740814041621112,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
O35450,Fkbpl,0.4719713546819095,0.4166477883680147,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P70296,Pebp1,-0.1830683119847567,0.2936764410933167,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9CQD1,Rab5a,0.1769863546819117,0.3578379423246968,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
O35449,Prrt1,-0.6519433119847564,0.378404076021224,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8R409,Hexim1,-0.5181496453180898,0.1567235910318468,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9CPS6,Hint3,-0.3865229786514277,0.0703194684163639,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
A0A0A0MQ90,S100a13,0.3748860213485763,0.3398078260774941,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q80Y14,Glrx5,-0.1546429786514256,0.104464428041233,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9Z1J3,Nfs1,-0.293658311984756,0.3605289020242425,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8JZY2,Commd10,-0.7770956453180906,0.12962067852168,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q6QNU9,Tlr12,-0.7645823119847548,0.1482942558897446,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
O35593,Psmd14,-0.1231329786514141,0.4623703733130432,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8K4X7,Agpat4,-0.2464186453180898,0.2891203939567978,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q3UVK0,Ermp1,-0.6238139786514258,0.1470482731554789,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P56380,Nudt2,1.5174150213485778,0.0448452783613536,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9D0M5,Dynll2,-0.4249376453180886,0.2782885800226372,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9CYN2,Spcs2,-0.5615209786514228,0.1652935283837284,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q6ZPJ3,Ube2o,-0.2217993119847587,0.3928061594877218,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
F7CZ64,Cacng8,-0.1501416453180919,0.3698067833941131,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P28271,Aco1,-0.3306173119847564,0.1167594154562354,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
O88844,Idh1,-0.1136583119847571,0.2034134714966952,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8BH04,Pck2,-0.2233119786514237,0.075829062065833,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q3UHZ7,Uap1,-0.3680799786514246,0.3010983135215651,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
E9PY16,Adap1,-0.2614543119847567,0.3361321113342011,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8BVQ9,Psmc2,-0.4023109786514265,0.1094421642187428,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
O08739,Ampd3,-1.4936799786514243,0.0090950795860321,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
G5E870,Trip12,-0.5371376453180896,0.2596147892892615,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q7TQC7,Gpatch2,-1.1716646453180912,0.2786909406136531,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8R1F1,Fam129b,0.5657030213485772,0.2070612754292308,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P97445,Cacna1a,-0.287107311984756,0.3808936302437719,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8BQP9,Rgs7bp,0.4043706880152413,0.1623004386827281,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8R5C5,Actr1b,-0.2720473119847604,0.4180427793632008,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P62983,Rps27a,-0.3607696453180882,0.1724003940949927,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9DB34,Chmp2a,0.8121066880152448,0.1247120663352715,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8K3I4,Myrip,0.6751730213485758,0.276832874663438,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q80VP1-2,Epn1,-0.2640496453180923,0.1955844279714788,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9Z1Q2,Abhd16a,0.4940796880152458,0.2444905381226735,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8K007,Sulf1,0.3931906880152436,0.3899146707372856,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
A0A087WQ39,Iqsec1,-0.2489049786514243,0.112366609515813,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8CCJ3,Ufl1,-0.5386523119847588,0.0570317689109469,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
D3YYS6,Mgll,-0.3528096453180893,0.2573168761285915,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
O54774,Ap3d1,-0.3024309786514223,0.4401769191800495,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8C3Q5,Shisa7,0.5176090213485747,0.3775003161503923,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P59017,Bcl2l13,-0.1703699786514221,0.4001570433972841,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P58871,Tnks1bp1,-0.6301689786514197,0.0572147571320662,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9JIS5,Sv2a,-0.1337686453180868,0.3601861643126673,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8C605,Pfkp,0.1142423546819149,0.2822173247939294,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q99J08,Sec14l2,-0.5082269786514235,0.0396804325276954,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P54728,Rad23b,0.2086613546819062,0.3039199811187337,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8K010,Oplah,-1.1302656453180902,0.3551294332514267,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
F8VPK8,Pcdh9,-0.2315113119847529,0.4122818852052383,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P51655,Gpc4,0.2689773546819118,0.4549309778215227,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P24270,Cat,-0.528163978651425,0.3134867673338535,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P97490,Adcy8,-0.6654546453180892,0.232512711256024,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P62962,Pfn1,0.3006700213485729,0.4382190214132799,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q99LR1,Abhd12,-0.8293989786514242,0.1177219388640012,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P23198,Cbx3,0.6494380213485753,0.460435562988599,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
E9PYH2,Acot7,-0.2644329786514223,0.1365586658215621,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q6P3A8,Bckdhb,-1.1774236453180895,0.3263284928041886,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
O54991,Cntnap1,-0.4539596453180916,0.2964374695821382,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P23818,Gria1,-0.7250749786514223,0.418200375591821,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8BHW2,Oscp1,-0.3785759786514244,0.3498437127712661,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8BWY3,Etf1,-0.5707283119847553,0.0401228477704127,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9DCR2,Ap3s1,0.2279966880152439,0.4297935358128109,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8K2J7,Rell1,-1.1028876453180878,0.2421008054197899,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
G3X8R0,Reep5,0.3146980213485761,0.0902107999876161,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8C845,Efhd2,-0.2138256453180922,0.3303474752336146,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
E9PZS5,Exog,0.3844150213485804,0.036840456777132,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P12025,Mdk,0.2876353546819077,0.277737288559269,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q99JY8,Ppap2b,0.3903246880152426,0.0627994431880878,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P56695,Wfs1,-0.8103893119847578,0.1714251347140591,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P25444,Rps2,0.3894470213485759,0.0534581374397504,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q6PHU5-2,Sort1,-0.3228573119847562,0.1947858681890427,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P54822,Adsl,0.1893996880152437,0.1330579020680255,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P28063,Psmb8,0.6952080213485754,0.0807247409452645,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q61220,Nell2,-0.67685964531809,0.0894301094806981,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8K3H0,Appl1,-0.1538856453180894,0.3884299267743198,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q4VC33-2,Maea,-0.6442099786514275,0.2968793912844864,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9DCB4-2,Arpp21,-0.5951686453180907,0.3514447203142273,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P31725,S100a9,-0.7171776453180883,0.2745155100695188,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q80Y17,Llgl1,-0.3613116453180911,0.0880182959911131,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P11679,Krt8,0.5964313546819109,0.4442533770292585,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9CQN7,Mrpl41,-0.5885093119847555,0.0498731635498925,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q60598,Cttn,-0.2695943119847541,0.1247072506707166,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q6PGJ3,L1cam,-0.2708866453180913,0.0790332794223155,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8BW96,Camk1d,-0.4830029786514256,0.2288278997595128,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q62086,Pon2,-1.3278123119847578,0.1388155987586619,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P60202,Plp1,-0.4959026453180915,0.1588904601340485,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q99LE6,Abcf2,-0.1582629786514227,0.3756375328393574,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8CA95-3,Pde10a,-0.6184463119847559,0.112533324884593,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q921G8,Tubgcp2,-0.9228473119847568,0.3286867711650997,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9CR57,Rpl14,0.3461213546819088,0.2367732158119307,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8R0Y6,Aldh1l1,-0.3279583119847569,0.1692660939370006,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9Z2I9,Sucla2,0.1881680213485754,0.3689573570543973,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9CZW5,Tomm70a,0.1647043546819091,0.1005198641397827,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
D3YUP0,Vps8,-0.4457169786514248,0.2352168791638282,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
O35114,Scarb2,-0.6284566453180886,0.4048100584201586,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
A2AEG6,Gpm6b,-1.0405393119847588,0.388381149973179,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q5HZI2,C2cd4cC2CD4 family,-0.2484769786514249,0.3309540228808029,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P60766,Cdc42,0.1525506880152409,0.4181544849564291,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q80X85,Mrps7,-0.334329645318089,0.4660670042332357,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q8BVI4,Qdpr,-0.3304199786514257,0.4418944245337632,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q6P9K9,Nrxn3,-0.2211229786514215,0.4134946478908121,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
G3X972,Sec24c,-1.0254126453180925,0.0606287391291506,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
E9PZA8,Syt7,-0.4515833119847556,0.0429707012584323,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q9EPB4,Pycard,-0.4736519786514215,0.0963255448261443,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q5SVL6,Rap1gap2,-0.2677856453180887,0.1597748419000002,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P21661,Pcsk2,0.3353530213485789,0.403276021524776,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q3UMA3,Hgs,-0.3248066453180911,0.171078320136773,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q02248,Ctnnb1,-0.1745223119847558,0.2701724090086683,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
K3W4S4,Mapk8ip3,-0.4860739786514205,0.2494194389703015,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
B9EI38,Reps2,-0.7632286453180903,0.1964232432828846,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
G5E902,Slc25a3,-0.4007523119847604,0.3342857749913215,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
Q61282,Acan,-0.4941073119847563,0.4193257353541018,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
P70207,Plxna2,-1.3201919786514231,0.1121958966521247,3,3,Microglia_5xFAD(AD),Microglia_WT(B6),0.9321835517860054,0.0304985643851928
